Model,MDO34
-7.120e+00,4.8
-7.100e+00,4.4
-7.080e+00,4.8
-7.060e+00,4.6
-7.040e+00,4.6
-7.020e+00,4.8
-7.000e+00,4.6
-6.980e+00,4.6
-6.960e+00,4.6
-6.940e+00,4.8
-6.920e+00,4.8
-6.900e+00,4.8
-6.880e+00,4.8
-6.860e+00,4.6
-6.840e+00,4.8
-6.820e+00,4.6
-6.800e+00,4.6
-6.780e+00,5
-6.760e+00,4.6
-6.740e+00,4.8
-6.720e+00,4.8
-6.700e+00,4.8
-6.680e+00,4.8
-6.660e+00,4.6
-6.640e+00,4.6
-6.620e+00,4.4
-6.600e+00,4.4
-6.580e+00,4.4
-6.560e+00,4.4
-6.540e+00,4.4
-6.520e+00,4.6
-6.500e+00,4.6
-6.480e+00,4.6
-6.460e+00,4.6
-6.440e+00,4.4
-6.420e+00,4.6
-6.400e+00,4.6
-6.380e+00,4.6
-6.360e+00,4.6
-6.340e+00,4.6
-6.320e+00,4.6
-6.300e+00,4.6
-6.280e+00,4.6
-6.260e+00,4.6
-6.240e+00,4.8
-6.220e+00,4.8
-6.200e+00,4.8
-6.180e+00,4.8
-6.160e+00,4.8
-6.140e+00,4.8
-6.120e+00,5
-6.100e+00,4.8
-6.080e+00,5
-6.060e+00,5
-6.040e+00,4.8
-6.020e+00,4.8
-6.000e+00,4.8
-5.980e+00,4.8
-5.960e+00,5
-5.940e+00,5
-5.920e+00,5
-5.900e+00,4.8
-5.880e+00,5
-5.860e+00,4.8
-5.840e+00,4.8
-5.820e+00,5
-5.800e+00,4.8
-5.780e+00,5
-5.760e+00,5
-5.740e+00,4.8
-5.720e+00,4.8
-5.700e+00,5
-5.680e+00,4.8
-5.660e+00,4.8
-5.640e+00,4.6
-5.620e+00,4.8
-5.600e+00,5
-5.580e+00,4.8
-5.560e+00,4.6
-5.540e+00,4.6
-5.520e+00,4.8
-5.500e+00,4.8
-5.480e+00,4.8
-5.460e+00,4.8
-5.440e+00,4.6
-5.420e+00,4.8
-5.400e+00,4.8
-5.380e+00,4.8
-5.360e+00,4.8
-5.340e+00,4.8
-5.320e+00,4.8
-5.300e+00,4.8
-5.280e+00,4.8
-5.260e+00,4.6
-5.240e+00,4.8
-5.220e+00,4.8
-5.200e+00,4.8
-5.180e+00,4.6
-5.160e+00,5
-5.140e+00,4.8
-5.120e+00,4.8
-5.100e+00,5
-5.080e+00,5
-5.060e+00,5
-5.040e+00,4.8
-5.020e+00,4.8
-5.000e+00,4.8
-4.980e+00,4.8
-4.960e+00,4.8
-4.940e+00,4.8
-4.920e+00,4.8
-4.900e+00,4.8
-4.880e+00,4.8
-4.860e+00,4.8
-4.840e+00,4.8
-4.820e+00,4.6
-4.800e+00,4.6
-4.780e+00,4.6
-4.760e+00,4.6
-4.740e+00,4.6
-4.720e+00,4.6
-4.700e+00,4.4
-4.680e+00,4.6
-4.660e+00,4.6
-4.640e+00,4.4
-4.620e+00,4.4
-4.600e+00,4.6
-4.580e+00,4.6
-4.560e+00,4.6
-4.540e+00,4.6
-4.520e+00,4.8
-4.500e+00,4.8
-4.480e+00,4.8
-4.460e+00,4.8
-4.440e+00,4.8
-4.420e+00,4.8
-4.400e+00,4.6
-4.380e+00,4.6
-4.360e+00,4.6
-4.340e+00,4.6
-4.320e+00,4.8
-4.300e+00,4.8
-4.280e+00,4.8
-4.260e+00,5
-4.240e+00,4.6
-4.220e+00,4.8
-4.200e+00,4.4
-4.180e+00,4.6
-4.160e+00,4.6
-4.140e+00,4.6
-4.120e+00,4.8
-4.100e+00,4.6
-4.080e+00,4.6
-4.060e+00,4.6
-4.040e+00,4.6
-4.020e+00,4.6
-4.000e+00,4.6
-3.980e+00,4.6
-3.960e+00,4.8
-3.940e+00,4.6
-3.920e+00,4.6
-3.900e+00,4.4
-3.880e+00,4.4
-3.860e+00,4.4
-3.840e+00,4.4
-3.820e+00,4.6
-3.800e+00,4.6
-3.780e+00,4.6
-3.760e+00,4.6
-3.740e+00,4.6
-3.720e+00,4.6
-3.700e+00,4.4
-3.680e+00,4.6
-3.660e+00,4.6
-3.640e+00,4.8
-3.620e+00,4.6
-3.600e+00,4.6
-3.580e+00,4.6
-3.560e+00,4.6
-3.540e+00,4.6
-3.520e+00,4.6
-3.500e+00,4.8
-3.480e+00,4.6
-3.460e+00,4.6
-3.440e+00,4.4
-3.420e+00,4.6
-3.400e+00,4.4
-3.380e+00,4.6
-3.360e+00,4.6
-3.340e+00,4.4
-3.320e+00,4.6
-3.300e+00,4.4
-3.280e+00,4.4
-3.260e+00,4.4
-3.240e+00,4.2
-3.220e+00,4.4
-3.200e+00,4.4
-3.180e+00,4.4
-3.160e+00,4.4
-3.140e+00,4.4
-3.120e+00,4.4
-3.100e+00,4.4
-3.080e+00,4.4
-3.060e+00,4.4
-3.040e+00,4.2
-3.020e+00,4.4
-3.000e+00,4.6
-2.980e+00,4.6
-2.960e+00,4.6
-2.940e+00,4.8
-2.920e+00,4.8
-2.900e+00,4.6
-2.880e+00,4.6
-2.860e+00,4.6
-2.840e+00,4.6
-2.820e+00,4.8
-2.800e+00,4.8
-2.780e+00,4.8
-2.760e+00,4.8
-2.740e+00,4.8
-2.720e+00,4.8
-2.700e+00,4.8
-2.680e+00,4.6
-2.660e+00,4.8
-2.640e+00,4.6
-2.620e+00,4.6
-2.600e+00,4.6
-2.580e+00,4.6
-2.560e+00,4.6
-2.540e+00,4.8
-2.520e+00,4.8
-2.500e+00,4.8
-2.480e+00,4.6
-2.460e+00,4.6
-2.440e+00,4.4
-2.420e+00,4.6
-2.400e+00,4.4
-2.380e+00,4.6
-2.360e+00,4.4
-2.340e+00,4.6
-2.320e+00,4.6
-2.300e+00,4.4
-2.280e+00,4.6
-2.260e+00,4.4
-2.240e+00,4.6
-2.220e+00,4.6
-2.200e+00,4.6
-2.180e+00,4.4
-2.160e+00,4.6
-2.140e+00,4.6
-2.120e+00,4.6
-2.100e+00,4.4
-2.080e+00,4.6
-2.060e+00,4.6
-2.040e+00,4.6
-2.020e+00,4.6
-2.000e+00,4.6
-1.980e+00,4.6
-1.960e+00,4.4
-1.940e+00,4.6
-1.920e+00,4.6
-1.900e+00,4.8
-1.880e+00,4.6
-1.860e+00,4.6
-1.840e+00,4.8
-1.820e+00,4.6
-1.800e+00,4.6
-1.780e+00,4.8
-1.760e+00,4.8
-1.740e+00,4.6
-1.720e+00,4.8
-1.700e+00,4.6
-1.680e+00,4.8
-1.660e+00,4.6
-1.640e+00,4.8
-1.620e+00,4.6
-1.600e+00,4.8
-1.580e+00,4.8
-1.560e+00,4.6
-1.540e+00,4.8
-1.520e+00,4.6
-1.500e+00,4.6
-1.480e+00,4.8
-1.460e+00,4.6
-1.440e+00,4.6
-1.420e+00,4.8
-1.400e+00,4.6
-1.380e+00,5
-1.360e+00,4.6
-1.340e+00,4.8
-1.320e+00,4.6
-1.300e+00,4.6
-1.280e+00,4.6
-1.260e+00,4.6
-1.240e+00,4.6
-1.220e+00,4.8
-1.200e+00,4.6
-1.180e+00,4.6
-1.160e+00,4.6
-1.140e+00,4.6
-1.120e+00,4.8
-1.100e+00,4.6
-1.080e+00,4.8
-1.060e+00,4.6
-1.040e+00,4.6
-1.020e+00,4.8
-1.000e+00,4.6
-9.800e-01,4.6
-9.600e-01,4.6
-9.400e-01,4.8
-9.200e-01,4.8
-9.000e-01,4.4
-8.800e-01,4.6
-8.600e-01,4.6
-8.400e-01,4.6
-8.200e-01,4.8
-8.000e-01,4.8
-7.800e-01,5
-7.600e-01,5
-7.400e-01,5
-7.200e-01,5.2
-7.000e-01,4.8
-6.800e-01,5
-6.600e-01,4.8
-6.400e-01,4.8
-6.200e-01,4.8
-6.000e-01,4.8
-5.800e-01,4.8
-5.600e-01,4.8
-5.400e-01,4.8
-5.200e-01,4.6
-5.000e-01,4.8
-4.800e-01,4.8
-4.600e-01,4.6
-4.400e-01,4.6
-4.200e-01,4.8
-4.000e-01,4.8
-3.800e-01,4.6
-3.600e-01,4.6
-3.400e-01,4.6
-3.200e-01,4.8
-3.000e-01,4.6
-2.800e-01,4.6
-2.600e-01,4.4
-2.400e-01,4.4
-2.200e-01,4.4
-2.000e-01,4.4
-1.800e-01,4.4
-1.600e-01,4.6
-1.400e-01,4.6
-1.200e-01,4.4
-1.000e-01,4.4
-8.000e-02,4.6
-6.000e-02,4.6
-4.000e-02,4.6
-2.000e-02,4.6
-1.250e-13,4.4
2.000e-02,4.6
4.000e-02,4.6
6.000e-02,4.6
8.000e-02,4.6
1.000e-01,4.4
1.200e-01,4.6
1.400e-01,4.6
1.600e-01,4.4
1.800e-01,4.4
2.000e-01,4.4
2.200e-01,4.4
2.400e-01,4.4
2.600e-01,4.4
2.800e-01,4.4
3.000e-01,4.2
3.200e-01,4.2
3.400e-01,4.4
3.600e-01,4.4
3.800e-01,4.2
4.000e-01,4.4
4.200e-01,4.4
4.400e-01,4.4
4.600e-01,4.6
4.800e-01,4.6
5.000e-01,4.6
5.200e-01,4.6
5.400e-01,4.8
5.600e-01,4.8
5.800e-01,4.8
6.000e-01,4.6
6.200e-01,4.6
6.400e-01,4.8
6.600e-01,4.6
6.800e-01,4.8
7.000e-01,4.8
7.200e-01,4.8
7.400e-01,4.8
7.600e-01,4.8
7.800e-01,4.8
8.000e-01,4.8
8.200e-01,4.8
8.400e-01,4.8
8.600e-01,4.8
8.800e-01,4.8
9.000e-01,4.8
9.200e-01,4.8
9.400e-01,4.6
9.600e-01,4.8
9.800e-01,4.8
1.000e+00,4.8
1.020e+00,4.6
1.040e+00,4.6
1.060e+00,4.8
1.080e+00,4.6
1.100e+00,4.8
1.120e+00,5
1.140e+00,4.8
1.160e+00,4.8
1.180e+00,4.8
1.200e+00,4.8
1.220e+00,4.8
1.240e+00,4.8
1.260e+00,4.6
1.280e+00,4.6
1.300e+00,4.6
1.320e+00,4.6
1.340e+00,4.6
1.360e+00,4.4
1.380e+00,4.6
1.400e+00,4.6
1.420e+00,4.4
1.440e+00,4.2
1.460e+00,4.6
1.480e+00,4.6
1.500e+00,4.6
1.520e+00,4.4
1.540e+00,4.6
1.560e+00,4.6
1.580e+00,4.6
1.600e+00,4.4
1.620e+00,4.6
1.640e+00,4.6
1.660e+00,4.6
1.680e+00,4.6
1.700e+00,4.6
1.720e+00,4.6
1.740e+00,4.4
1.760e+00,4.6
1.780e+00,4.6
1.800e+00,4.6
1.820e+00,4.8
1.840e+00,4.6
1.860e+00,4.6
1.880e+00,4.8
1.900e+00,4.6
1.920e+00,4.8
1.940e+00,4.6
1.960e+00,4.6
1.980e+00,4.6
2.000e+00,4.6
2.020e+00,4.6
2.040e+00,4.6
2.060e+00,4.6
2.080e+00,4.6
2.100e+00,4.6
2.120e+00,4.6
2.140e+00,4.8
2.160e+00,4.8
2.180e+00,4.6
2.200e+00,4.6
2.220e+00,4.8
2.240e+00,4.6
2.260e+00,4.8
2.280e+00,4.6
2.300e+00,4.6
2.320e+00,4.6
2.340e+00,4.6
2.360e+00,4.8
2.380e+00,4.6
2.400e+00,4.6
2.420e+00,4.6
2.440e+00,4.4
2.460e+00,4.4
2.480e+00,4.4
2.500e+00,4.4
2.520e+00,4.4
2.540e+00,4.2
2.560e+00,4.6
2.580e+00,4.8
2.600e+00,4.6
2.620e+00,4.6
2.640e+00,4.6
2.660e+00,4.4
2.680e+00,4.8
2.700e+00,4.4
2.720e+00,4.8
2.740e+00,4.6
2.760e+00,4.6
2.780e+00,4.6
2.800e+00,4.6
2.820e+00,4.6
2.840e+00,4.4
2.860e+00,4.4
2.880e+00,4.6
2.900e+00,4.6
2.920e+00,4.4
2.940e+00,4.4
2.960e+00,4.6
2.980e+00,4.4
3.000e+00,4.2
3.020e+00,4.4
3.040e+00,4.4
3.060e+00,4.4
3.080e+00,4.4
3.100e+00,4.4
3.120e+00,4.4
3.140e+00,4.4
3.160e+00,4.4
3.180e+00,4.4
3.200e+00,4.4
3.220e+00,4.6
3.240e+00,4.6
3.260e+00,4.4
3.280e+00,4.6
3.300e+00,4.6
3.320e+00,4.4
3.340e+00,4.6
3.360e+00,4.4
3.380e+00,4.6
3.400e+00,4.6
3.420e+00,4.8
3.440e+00,4.6
3.460e+00,4.6
3.480e+00,4.6
3.500e+00,4.6
3.520e+00,4.4
3.540e+00,4.6
3.560e+00,4.4
3.580e+00,4.8
3.600e+00,4.8
3.620e+00,4.6
3.640e+00,4.2
3.660e+00,4.6
3.680e+00,4.6
3.700e+00,4.6
3.720e+00,4.4
3.740e+00,4.4
3.760e+00,4.6
3.780e+00,4.6
3.800e+00,4.4
3.820e+00,4.6
3.840e+00,4.4
3.860e+00,4.4
3.880e+00,4.4
3.900e+00,4.4
3.920e+00,4.2
3.940e+00,4.4
3.960e+00,4.4
3.980e+00,4.4
4.000e+00,4.4
4.020e+00,4.4
4.040e+00,4.2
4.060e+00,4.4
4.080e+00,4.4
4.100e+00,4.4
4.120e+00,4.6
4.140e+00,4.4
4.160e+00,4.4
4.180e+00,4.6
4.200e+00,4.6
4.220e+00,4.2
4.240e+00,4.2
4.260e+00,4.4
4.280e+00,4.4
4.300e+00,4.6
4.320e+00,4.4
4.340e+00,4.4
4.360e+00,4.4
4.380e+00,4.4
4.400e+00,4.4
4.420e+00,4.6
4.440e+00,4.2
4.460e+00,4.6
4.480e+00,4.6
4.500e+00,4.4
4.520e+00,4.4
4.540e+00,4.2
4.560e+00,4.4
4.580e+00,4.4
4.600e+00,4.6
4.620e+00,4.6
4.640e+00,4.4
4.660e+00,4.6
4.680e+00,4.6
4.700e+00,4.6
4.720e+00,4.4
4.740e+00,4.2
4.760e+00,4.2
4.780e+00,4.4
4.800e+00,4.4
4.820e+00,4.4
4.840e+00,4.4
4.860e+00,4.4
4.880e+00,4.6
4.900e+00,4.6
4.920e+00,4.8
4.940e+00,4.6
4.960e+00,4.8
4.980e+00,4.8
5.000e+00,4.4
5.020e+00,4.8
5.040e+00,4.6
5.060e+00,4.6
5.080e+00,4.8
5.100e+00,4.8
5.120e+00,4.4
5.140e+00,4.4
5.160e+00,4.4
5.180e+00,4.4
5.200e+00,4.4
5.220e+00,4.4
5.240e+00,4.4
5.260e+00,4.4
5.280e+00,4.6
5.300e+00,4.4
5.320e+00,4.4
5.340e+00,4.4
5.360e+00,4.6
5.380e+00,4.4
5.400e+00,4.6
5.420e+00,4.4
5.440e+00,4.6
5.460e+00,4.6
5.480e+00,4.6
5.500e+00,4.6
5.520e+00,4.6
5.540e+00,4.6
5.560e+00,4.8
5.580e+00,4.6
5.600e+00,4.6
5.620e+00,4.4
5.640e+00,4.4
5.660e+00,4.6
5.680e+00,4.4
5.700e+00,4.6
5.720e+00,4.6
5.740e+00,4.6
5.760e+00,4.6
5.780e+00,4.6
5.800e+00,4.4
5.820e+00,4.6
5.840e+00,4.4
5.860e+00,4.6
5.880e+00,4.2
5.900e+00,4.4
5.920e+00,4.6
5.940e+00,4.4
5.960e+00,4.8
5.980e+00,4.8
6.000e+00,4.8
6.020e+00,4.8
6.040e+00,4.6
6.060e+00,4.8
6.080e+00,4.6
6.100e+00,4.6
6.120e+00,4.8
6.140e+00,4.6
6.160e+00,4.6
6.180e+00,4.8
6.200e+00,4.8
6.220e+00,4.8
6.240e+00,4.4
6.260e+00,4.6
6.280e+00,4.6
6.300e+00,4.6
6.320e+00,4.2
6.340e+00,4.4
6.360e+00,4.4
6.380e+00,4.6
6.400e+00,4.6
6.420e+00,4.6
6.440e+00,4.4
6.460e+00,4.4
6.480e+00,4.6
6.500e+00,4.6
6.520e+00,4.6
6.540e+00,4.4
6.560e+00,4.4
6.580e+00,4.4
6.600e+00,4.4
6.620e+00,4.4
6.640e+00,4.4
6.660e+00,4.6
6.680e+00,4.6
6.700e+00,4.6
6.720e+00,4.4
6.740e+00,4.4
6.760e+00,4.4
6.780e+00,4.4
6.800e+00,4.6
6.820e+00,4.4
6.840e+00,4.4
6.860e+00,4.6
6.880e+00,4.6
6.900e+00,4.4
6.920e+00,4.6
6.940e+00,4.4
6.960e+00,4.6
6.980e+00,4.6
7.000e+00,4.4
7.020e+00,4.4
7.040e+00,4.4
7.060e+00,4.4
7.080e+00,4.4
7.100e+00,4.4
7.120e+00,4.6
7.140e+00,4.4
7.160e+00,4.6
7.180e+00,4.6
7.200e+00,4.4
7.220e+00,4.6
7.240e+00,4.4
7.260e+00,4.4
7.280e+00,4.6
7.300e+00,4.6
7.320e+00,4.8
7.340e+00,4.4
7.360e+00,4.6
7.380e+00,4.6
7.400e+00,4.6
7.420e+00,4.6
7.440e+00,4.6
7.460e+00,4.8
7.480e+00,4.6
7.500e+00,4.6
7.520e+00,4.8
7.540e+00,4.6
7.560e+00,4.6
7.580e+00,4.8
7.600e+00,4.6
7.620e+00,4.6
7.640e+00,4.6
7.660e+00,4.8
7.680e+00,4.8
7.700e+00,4.6
7.720e+00,4.6
7.740e+00,4.4
7.760e+00,4.6
7.780e+00,4.6
7.800e+00,4.4
7.820e+00,4.4
7.840e+00,4.4
7.860e+00,4.4
7.880e+00,4.4
7.900e+00,4.4
7.920e+00,4.6
7.940e+00,4.4
7.960e+00,4.6
7.980e+00,4.4
8.000e+00,4.4
8.020e+00,4.4
8.040e+00,4.4
8.060e+00,4.6
8.080e+00,4.2
8.100e+00,4.4
8.120e+00,4.6
8.140e+00,4.4
8.160e+00,4.4
8.180e+00,4.4
8.200e+00,4.4
8.220e+00,4.4
8.240e+00,4.2
8.260e+00,4.6
8.280e+00,4.4
8.300e+00,4.4
8.320e+00,4.6
8.340e+00,4.6
8.360e+00,4.6
8.380e+00,4.4
8.400e+00,4.6
8.420e+00,4.6
8.440e+00,4.6
8.460e+00,4.6
8.480e+00,4.6
8.500e+00,4.4
8.520e+00,4.6
8.540e+00,4.2
8.560e+00,4.6
8.580e+00,4.6
8.600e+00,4.6
8.620e+00,4.6
8.640e+00,4.6
8.660e+00,4.6
8.680e+00,4.4
8.700e+00,4.6
8.720e+00,4.6
8.740e+00,4.6
8.760e+00,4.6
8.780e+00,4.6
8.800e+00,4.8
8.820e+00,4.4
8.840e+00,4.4
8.860e+00,4.6
8.880e+00,4.4
8.900e+00,4.6
8.920e+00,4.4
8.940e+00,4.4
8.960e+00,4.4
8.980e+00,4.4
9.000e+00,4.4
9.020e+00,4.4
9.040e+00,4.4
9.060e+00,4.4
9.080e+00,4.4
9.100e+00,4.6
9.120e+00,4.4
9.140e+00,4.4
9.160e+00,4.6
9.180e+00,4.6
9.200e+00,4.4
9.220e+00,4.4
9.240e+00,4.4
9.260e+00,4.4
9.280e+00,4.4
9.300e+00,4.4
9.320e+00,4.4
9.340e+00,4.4
9.360e+00,4.4
9.380e+00,4.4
9.400e+00,4.4
9.420e+00,4.6
9.440e+00,4.4
9.460e+00,4.4
9.480e+00,4.4
9.500e+00,4.6
9.520e+00,4.6
9.540e+00,4.4
9.560e+00,4.4
9.580e+00,4.6
9.600e+00,4.6
9.620e+00,4.6
9.640e+00,4.6
9.660e+00,4.4
9.680e+00,4.6
9.700e+00,4.6
9.720e+00,4.8
9.740e+00,4.6
9.760e+00,4.6
9.780e+00,4.6
9.800e+00,4.6
9.820e+00,4.6
9.840e+00,4.6
9.860e+00,4.8
9.880e+00,4.6
9.900e+00,4.6
9.920e+00,4.6
9.940e+00,4.8
9.960e+00,4.8
9.980e+00,4.8

